long,lat,parkname
-78.524101,36.626101,Occoneechee State Park - 1192 Occoneechee Park Rd; Clarksville
-78.273242,37.174829,Twin Lakes State Park - 788 Twin Lakes Rd; Green Bay
-78.70353923,36.88629,Staunton River Battlefield State Park - 1035 Fort Hill Trl; Randolph
-78.137372,37.17881,Sailor's Creek Battlefield State Park - 6541 Saylers Creek Rd; Rice
-80.627394,37.057372,Claytor Lake State Park - 6620 Ben H. Bolen Dr; Dublin
-79.610993,37.079625,Smith Mountain Lake State Park - 1235 State Park Rd; Huddleston
-80.11684,36.792468,Fairy Stone State Park - 967 Fairystone Lake Dr; Stuart
-82.779592,36.863332,Southwest Virginia Museum - 10 West First St; Big Stone Gap
-82.738577,36.696984,Natural Tunnel State Park - 1420 Natural Tunnel Pkwy; Duffield
-83.527348,36.633168,Wilderness Road State Park - 8051 Wilderness Rd; Ewing
-80.853056,36.884444,Shot Tower Historical State Park - 283 Pauley Flatwoods Rd; Austinville
-81.533867,36.882561,Hungry Mother State Park - 2854 Park Blvd; Marion
-81.47917,36.82417,Marion State Fish Hatchery - 1910 Buller Hatchery Rd; Marion
-80.855176,36.886225,Shot Tower State Park - 116 Orphanage Dr; Max Meadows
-80.550665,36.408613,New River Trail State Park Cliffview - 116 Orphanage Dr; Max Meadows
-80.522033,36.522,New River Trail State Park Shot Tower - 116 Orphanage Dr; Max Meadows
-80.512931,36.530512,New River Trail State Park Foster Falls - 116 Orphanage Dr; Max Meadows
-81.496889,36.628322,Grayson Highlands State Park - 829 Grayson Highland Ln; Mouth of Wilson
-79.8093,37.896054,Douthat State Park - 14239 Douthat State Park Rd; Millboro
-79.58139,38.17861,Coursey Springs State Fish Hatchery - 300 Hatchery Ln; Millboro
-79.13056,37.84389,Montebello State Fish Hatchery - 359 Fish Hatchery Ln; Montebello
-78.640327,37.395945,Holliday Lake State Park - 2759 State Park Rd; Appomattox
-78.668107,37.417757,Appomattox Buckingham State Forest - 581 Purdum Mill Rd; Appomattox
-78.809896,37.623271,James River State Park - 104 Green Hill Dr; Gladstone
-79.545278,37.6275,Natural Bridge State Park - 6477 S Lee Hwy; Natural Bridge
-78.685254,36.696066,Staunton River State Park - 1170 Staunton Trl; Scottsburg
-78.72667,37.6736,James River State Wildlife Management Area - Wingina
-81.82528,36.94444,Clinch Mountain State Wildlife Management Area - Pounding Mill
-73.2289,43.5509,D&H Rail Trail - Castleton; West Pawlet; Poultney and Rupert
-72.80194,43.61417,Calvin Coolidge State Forest - Mendon / Rutland County
-72.28,44.27583,Groton State Forest - Caledonia; Orange; and Washington Counties
-71.18291,43.86868,Silver Lake State Park - 20 State Park Beach Rd; Barnard
-72.307778,44.294444,Kettle Pond State Park - 6993 State Forest Rd; Groton
-72.254,44.246,Ricker Pond State Park - 18 Ricker Pond Campground Rd; Groton
-72.274307,44.279919,Stillwater State Forest - 44 Stillwater Rd; Groton
-72.2729,44.2799,Stillwater State Park - 44 Stillwater Rd; Groton
-72.2678,44.2872,Big Deer State Park - 1467 Boulder Beach Rd; Groton
-72.2623,44.2776,Boulder Beach State Park - 2278 Boulder Beach Rd; Groton
-72.304,44.227,Seyon Lodge State Park - 2967 Seyon Pond Rd; Groton
-72.400533,43.636817,Quechee State Park - 5800 Woodstock Rd; Hartford
-72.700278,43.553056,Coolidge State Park - 855 Coolidge State Park Rd; Plymouth
-72.63666,44.04806,Allis State Park - 284 Allis State Park Rd; Randolph
-72.233,43.8121,Thetford Hill State Park - Thetford
-72.453702,43.444516,Mt. Ascutney State Park - 1826 Back Mountain Rd; Windsor
-72.55278,43.42028,Albert C Lord State Forest - Cavendish
-72.66667,43.23306,Williams River State Forest - Chester
-72.7614,43.2194,Lowell Lake State Park - 260 Ice House Rd; Londonderry
-72.6953,43.4762,Camp Plymouth State Park - 2008 Scout Camp Rd; Ludlow
-72.459227,43.274871,Muckross State Park - 26 Muckross Rd; Springfield
-72.40833,43.39083,Wilgus State Park - 3985 Rte 5; Weathersfield
-73.0375,42.8908,Woodford State Park - 142 State Park Rd; Bennington
-73.20389,43.03194,Arlington State Forest - Arlington
-73.12944,43.23667,Rupert State Forest - Rupert
-73.01027,43.27972,Emerald Lake State Park - 65 Emerald Lake La; East Dorset
-73.1875,43.01833,Shaftsburg State Park - Lake Shaftsbury Rd; Shaftsbury
-73.202346,43.480687,Lake Saint Catherine State Park - 3034 VT Rte 30; Poultney
-73.1835,43.0225,Lake Shaftsbury State Park - 262 Shaftsbury State Park Rd.; Shaftsbury
-72.5504,42.8309,Fort Dummer State Park - 517 Old Guilford Rd; Brattleboro
-73.4123,44.0534,Sweet Pond State Park - 2763 Sweet Pond Rd; Guilford
-72.773708,43.105832,Jamaica State Park - 48 Salmon Hole Ln; Jamaica
-72.77167,43.11083,Jamaica State Park - 48 Salmon Hole Ln; Jamaica
-72.6924,43.0409,Townshend State Park - 2755 State Forest Rd; Townshend
-72.69222,43.03667,Townshend State Forest - Townshend
-72.89972,42.775,Atherton Meadow State Wildlife Management Area - Whitingham
-72.81389,42.85083,Molly Stark State Forest - Wilmington
-72.8098,42.8508,Molly Stark State Park - 705 Rte 9 E; Wilmington
-73.2925,44.875833,Alburg Dunes State Park - 151 Coon Point Rd; Alburgh
-73.2148,44.2781,Mount Philo State Park - 5425 Mount Philo Rd; Charlotte
-73.19,44.5919,Niquette Bay State Park - 274 Raymond Rd; Colchester
-72.875556,44.956944,Lake Carmi State Park - 460 Marsh Farm Rd; Enosburg Falls
-73.304,44.236,Kingsland Bay State Park - 787 Kingsland Bay State Park Rd; Ferrisburgh
-73.3504,44.183,Grand Isle State Park - 36 East Shore S; Grand Isle
-73.24056,44.62667,Sand Bar State Park - 1215 US Rte 2; Milton
-73.2942,44.7714,Knight Point State Park - 44 Knight Point Rd; North Hero
-73.24361,44.91361,North Hero State Park - 3803 Lakeview Dr; North Hero
-73.2536,44.8117,Knight Island State Park - 1 Knight Island; North Hero
-73.145,44.81083,Saint Albans Bay State Park - 596 Lake Rd; St Albans City
-73.183,44.7791,Kamp Kill Kare State Park - 2714 Hathaway Point Rd; St. Albans
-73.20528,44.7725,Burton Island State Park - 2714 Hathaway Point Rd; St. Albans
-73.208,44.803,Woods Island State Park - 1 Woods Island; St. Albans
-72.8331,44.5305,Underhill State Park - 352 Mountain Rd; Underhill
-73.3504,44.183,Button Bay State Park - 5 Button Bay State Park Rd; Ferrisburgh
-73.4123,44.0534,D.A.R. State Park - 6750 VT Rte 17 W; Addison
-72.5268,44.6218,Green River Reservoir State Park - 1393 Green River Dam Rd; Hyde Park
-72.93389,44.22667,Camel's Hump State Park - Huntington / Duxbury
-72.91472,44.27111,Camels Hump State Forest - Huntington / Duxbury
-72.54083,44.53556,Elmore State Park - 856 VT 12; Elmore
-72.3036,44.3634,Molly's Falls Pond State Park - Marshfield
-72.290264,44.320601,New Discovery State Park - 4239 VT 232; Marshfield
-72.796111,44.553611,Smugglers' Notch State Park - 6443 Mountain Rd; Stowe
-72.37944,44.04222,Washington State Forest - Washington
-72.7672,44.3899,Little River State Park - 3444 Little River Rd; Waterbury
-72.7296,44.3818,Waterbury Center State Park - 177 Reservoir Rd; Waterbury Center
-72.92361,43.58306,Aitken State Forest - Mendon
-73.0667,43.906,Branbury State Park - 3570 Lake Dunmore Rd; Brandon
-73.223,43.699,Half Moon Pond State Park - 1621 Black Pond Rd; Hubbardton
-73.229,43.658,Bomoseen State Park - 22 Cedar Mountain Rd; Castleton
-73.142252,43.684758,Taconic Mountains Ramble State Park - 321 St. John Rd; Hubbardton
-72.81278,43.67417,Giffords Woods State Forest Park - Killington
-72.8109,43.6762,Gifford Woods State Park - 34 Gifford Woods Rd; Killington
-72.1712,44.7461,Crystal Lake State Park - 96 Bellwater Ave; Barton
-71.91667,44.95833,Bill Sladyk State Wildlife Management Area - Derby Line
-71.8961,44.56722,Darling State Forest - Burke
-71.855,44.798,Brighton State Park - 102 State Park Rd; Island Pond
-72.5204,44.8444,Hazen's Notch State Park - Hazen's Notch Rd; Westfield
-72.51528,44.84111,Hazens Notch State Forest Park - Westfield
-72.0325,44.7935,Sentinel Rock State Park - Hinton Hill Rd; Westmore
-71.65361,44.63111,Maidstone State Park - 5956 Maidstone Lake Rd; Guildhall
-122.5625,45.54306,Rocky Butte State Park
-122.485,47.18972,Rigney State Park - Tacoma
-121.99972,47.27556,Black Diamond Bridge State Park - Enumclaw
-121.949541,47.302305,Green River Gorge State Park - Enumclaw
-121.94083,47.27361,Nolte State Park - 36921 Veazie Cumberland Rd SE; Enumclaw
-121.69139,47.15417,Federation Forest State Park - 49201 WA-410; Enumclaw
-122.40583,47.31583,Dash Point State Park - 5700 SW Dash Point Rd; Federal Way
-121.97444,47.48278,Tiger Mountain State Forest - Issaquah
-122.047036,47.500953,Squak Mountain State Park Natural Area - 201430 SE May Valley Rd; Issaquah
-122.05889,47.56028,Lake Sammamish State Park - 2000 NW Sammamish Rd; Issaquah
-122.255,47.73056,Saint Edward State Park - 14445 Juanita Drive NE; Kenmore
-122.17333,47.65417,Bridle Trails State Park - 5300 116th Ave NW; Kirkland
-121.653278,47.437194,Olallie State Park - 51350 SE Homestead Valley Rd; North Bend
-121.3909,47.3902,Iron Horse State Park - 150 Lake Easton State Park Rd; North Bend
-121.90139,47.31778,Kanaskat-Palmer State Park - 32101 Cumberland Kanasket Rd SE; Ravensdale
-122.02167,47.2725,Flaming Geyser State Park - 23700 SE Flaming Geyser Rd; Auburn
-122.52694,47.58417,Fort Ward State Park - Bainbridge Island
-122.50639,47.70194,Fay Bainbridge State Park - 15446 Sunrise Dr NE; Bainbridge Island
-122.32222,47.37306,Saltwater State Park - 25205 8th Pl S; Des Moines
-122.67417,48.5925,Cone Islands State Park - Anacortes
-122.579167,48.413611,Skagit Island State Park - Skagit Island; Anacortes
-122.555,48.53611,Saddlebag Island State Park - Anacortes
-122.795,48.495,Dot Rock State Park - Blakely Island
-122.77389,48.51278,James Island State Park - Blakely Island
-122.47528,48.65861,Larrabee State Park - 245 Chuckanut Dr; Bellingham
-122.76361,48.90333,Birch Bay State Park - 5105 Helweg Rd; Blaine
-122.75611,49.00222,Peace Arch State Park -19 A St; Blaine
-122.32722,48.59472,Donovan Park Friday Creek - 3459 Friday Creek Rd; Burlington
-121.9064,48.5168,Rasar State Park - 38730 Cape Horn Rd; Concrete
-122.6782,48.1638,Fort Casey Historical State Park - 1280 Engle Rd; Coupeville
-122.767,48.225,Fort Ebey State Park - 400 Hill Valley Dr; Coupeville
-123.045,48.61528,Jones Island State Park National Wildlife Refuge - Eastsound
-122.98472,48.63917,Skull Island State Park - Eastsound
-122.97361,48.61389,Victim Island State Park - Eastsound
-122.9562,48.7851,Patos Island State Park - Eastsound
-122.95028,48.69944,Freeman Island State Park - Eastsound
-122.937064,48.584812,Blind Island State Park - Eastsound
-122.9369,48.585,Blind Bay State Park - Eastsound
-122.91167,48.76222,Sucia Island State Park - Eastsound
-122.83639,48.74722,Matia Island State Park - Eastsound
-123.0468,48.6184,Jones Island State Park - Eastsound
-122.57333,48.82833,Tennant Lake State Wildlife Recreation Area - Ferndale
-122.59278,48.05694,South Whidbey Island State Park - 4128 S Smugglers Cove Rd; Freeland
-123.203145,48.67667,Reid Harbor State Park - Stuart Island
-123.2013,48.67656,Stuart Island State Park - Friday Harbor
-122.996567,48.502321,Griffin Bay State Park - San Juan County
-122.97028,48.53278,Turn Island State Park - Friday Harbor
-122.83417,48.62,Olga Marine State Park - 83 Heather Ln; Friday Harbor
-123.16639,48.61861,Posey Island State Park - Pearl Island; Friday Harbor
-123.147222,48.516389,Lime Kiln Point State Park - 567 Westside Rd; Friday Harbor
-121.65278,47.87083,Wallace Falls State Park - 14503 Wallace Lake Rd; Gold Bar
-121.7952,48.0589,Mount Pilchuck State Park - Granite Falls
-121.79167,48.05694,Mount Pilchuck State Forest - Snohomish County
-122.5675,48.4,Hope Island State Park - Skagit County; La Conner
-122.91454,48.5513,Upright Channel State Park - Lopez Island
-122.86083,48.53667,Spencer Spit State Park - 521 Bakerview Rd; Lopez Island
-122.38028,48.32139,Skagit State Wildlife Recreation Area - 21961 Wylie Rd; Mt Vernon
-122.47889,48.48889,Bay View State Park - 10901 Bayview Edison Rd; Mt Vernon
-122.30667,47.94639,Mukilteo State Park - 609 Front St; Mukilteo
-122.6475,48.39389,Deception Pass State Park - 1020 Washington SR 20; Oak Harbor
-122.69111,48.32917,Joseph Whidbey State Park - Crosby Rd; Oak Harbor
-122.78611,48.63306,Doe Island Marine State Park - Olga
-122.76306,48.70167,Clark Island State Park - Olga
-122.81639,48.65667,Moran State Park - 3572 Olga Rd; Olga
-122.828486,48.605159,Obstruction Pass State Park - 860 Trailhead Rd; Olga
-122.5075,48.1435,Cama Beach State Park - 1880 W Camano Dr; Camano Island
-122.49833,48.12889,Camano Island State Park - 2269 Lowell Point Rd; Camano Island
-121.615,48.488056,Rockport State Park - 51905 WA-20; Rockport
-122.28444,48.13694,Wenberg State Park - 15430 E Lake Goodwin Rd; Stanwood
-122.696704,47.18772,Eagle Island State Park - Anderson Island
-122.598611,47.596944,Illahee State Park - 3540 NE Sylvan Way; Bremerton
-122.9,47.69,Dosewallips State Park Campground - Brinnon
-122.986116,47.60863,Triton Cove State Park - 61 Handley Ln; Brinnon
-122.91218,47.66544,Pleasant Harbor State Park - 308713 US-101; Brinnon
-122.90556,47.68889,Dosewallips State Park - 306996 US-101; Brinnon
-122.807512,48.01433,Anderson Lake State Park - 1061 Anderson Lake Rd; Chimacum
-124.35917,47.89694,Bogachiel State Park - 185983 Hwy 101; Forks
-124.352814,47.58196,South Beach Campground - Forks
-122.68639,47.32111,Cutts Island State Park - Gig Harbor
-122.67722,47.31667,Kopachuck State Park - 10712 56th St NW; Gig Harbor
-122.74278,47.25889,Penrose Point State Park - 321 158th Avenue Kp S; Lakebay
-122.8011,47.2245,Joemma Beach State Park - 20001 Bay Rd Kp S; Longbranch
-122.4825,47.5389,Blake Island State Park - Manchester
-122.689294,48.008781,Kinney Point State Park - Nordland
-122.69361,48.0975,Fort Flagler Historical State Park - 10541 Flagler Rd; Nordland
-122.69306,48.05917,Mystery Bay State Park - 7875 Flagler Rd; Nordland
-122.6387,47.86799,Shine Tidelands State Park - Shine Tidelands State Park Rd; Port Ludlow
-122.55028,47.57583,Manchester State Park - 7767 E Hilldale Rd; Port Orchard
-122.768,48.138,Fort Worden State Park - 200 Battery Way; Port Townsend
-122.75761,48.116131,Rothschild House State Park - 418 Taylor St; Port Townsend
-122.796086,48.073075,Fort Townsend State Park - 1370 Old Fort Townsend Rd; Port Townsend
-122.78806,48.07361,Old Fort Townsend State Park - 1370 Old Fort Townsend Rd; Port Townsend
-122.65028,47.81778,Kitsap Memorial State Park - 202 NE Park St; Poulsbo
-122.84444,47.65,Scenic Beach State Park - 9565 Scenic Beach Rd NW; Seabeck
-123.02583,48.04139,Sequim Bay State Park Campground - Sequim
-123.02917,48.04083,Sequim Bay State Park - 269035 US-101; Sequim
-122.55667,47.72444,Old Man House State Park - Suquamish
-122.928889,47.187222,Hope Island State Park - Mason County; Olympia
-122.77694,47.11806,Tolmie State Park - 730 61st Ave NE; Olympia
-122.76694,47.12306,Tolmie Underwater State Park - 7730 61st Ave NE; Olympia
-123.16667,46.95,Capitol State Forest - Olympia
-122.90972,46.91278,Millersylvania State Park - 12245 Tilley Rd SW; Olympia
-122.71056,47.09528,Nisqually State Wildlife Recreation Area - 100 Brown Farm Rd NE; Olympia
-123.98444,46.895,Johns River State Wildlife Recreation Area - Aberdeen
-124.041203,46.893129,Bottle Beach State Park - 33 Ocosta 3rd St; Aberdeen
-124.28972,47.57444,Clearwater State Park - Jefferson County
-122.87556,47.42972,Belfair State Park - 3151 WA-300; Belfair
-122.82444,46.54833,Matilda Jackson State Park - Chehalis
-122.82083,46.54222,Jackson Court House State Park - 4277 Jackson Hwy; Chehalis
-123.22972,46.62889,Rainbow Falls State Park - 4008 WA-6; Chehalis
-123.46389,47.09583,Schafer State Park - 1365 W Schafer Park Rd; Elma
-122.81972,47.32861,Stretch Point State Park - 780 E Eckert Rd; Grapeview
-124.09722,46.80972,Grayland Access State Park - 851 Grayland Beach Rd; Grayland
-124.09167,46.78889,Grayland Beach State Park - 925 Cranberry Beach Rd; Grayland
-123.21778,47.46444,Lake Cushman State Park Campground - Hoodsport
-123.19167,47.41583,Hoodsport Trail State Park - Hoodsport
-123.22222,47.47056,Lake Cushman State Park - 7211 N Lake Cushman Rd; Hoodsport
-124.16278,47.03278,Ocean City State Park - Oyehut-Hogans Corner
-123.74583,47.14722,Olympic Wildlife Recreation Area - Hoquiam
-123.58778,47.00139,Lake Sylvia State Park - 1812 Lake Sylvia Rd N; Montesano
-124.16694,47.0075,Chance A La Mer State Park - Ocean Shores
-124.1321,46.9453,Damon Point State Park - Ocean Shores
-124.16667,47.01722,Oyhut Wildlife Recreation Area - Ocean Shores
-124.1799,47.1251,Griffiths-Priday State Park - Benner Rd; Ocean Shores
-124.20139,47.20556,Pacific Beach State Park - 49 2nd St; Pacific Beach
-123.87167,46.73833,Smith Creek State Wildlife Recreation Area - Raymond
-123.68694,46.65972,Willie Keils Grave State Park - 753 WA-6; Raymond
-123.110045,47.168681,Lake Isabella State Park - 768 W Delight Park Rd; Shelton
-122.8754,47.2379,McMicken Island State Park - Shelton
-122.870536,47.262746,Harstine Island State Park - E Yates Rd; Shelton
-122.88194,47.28333,Jarrell Cove State Park - 391 E Wingert Rd; Shelton
-123.15556,47.361444,Potlatch State Park - 21020 US-101; Shelton
-122.53472,46.56528,Ike Kinswa State Park - 873 State Rte 122; Silver Creek
-123.90417,46.59778,Palix State Wildlife Recreation Area - South Bend
-122.8134,46.529,Lewis and Clark State Park - 4583 Jackson Hwy; Toledo
-122.97278,47.37306,Twanoh State Park - 12190 WA-106; Union
-124.12222,46.89306,Westport Light State Park - 1595 W Ocean Ave; Westport
-124.12639,46.90361,Westhaven State Park - 2700 Jetty Haul Rd; Westport
-124.108113,46.857492,Twin Harbors State Park - 3120 WA-105; Westport
-124.10556,46.85694,Twin Harbors Beach State Park - 3120 WA-105; Westport
-122.52444,45.92667,Cedar Creek State Wildlife Recreation Area
-122.4925,45.80556,Battle Ground State Park - 18002 NE 249th St; Battle Ground
-122.92,46.3625,Barnes State Park - Castle Rock
-122.81694,46.29861,Seaquest State Park - 3030 Spirit Lake Hwy; Castle Rock
-123.32639,46.22583,Beaver Creek State Fish Hatchery - Cathlamet
-123.92167,46.2525,Fort Columbia Historical State Park - Chinook
-123.9175,46.26028,Fort Columbia State Park - Chinook Point; Chinook
-120.8159,45.8371,Goldendale Observatory State Park - 1602 Observatory Dr; Goldendale
-120.67361,45.98778,Brooks Memorial State Park - 2465 US-97; Goldendale
-120.82583,45.68306,Maryhill State Park - 50 US-97; Goldendale
-123.55944,46.38694,Grays River State Fish Hatchery - Shannon Rd; Grays River
-124.07083,46.29139,Fort Canby State Park - Ilwaco
-124.0536,46.2944,A Loop of Cape Disappointment State Park - 244 Robert Gray Dr; Ilwaco
-124.0536,46.2944,Cape Disappointment State Park - 244 Robert Gray Dr; Ilwaco
-124.05278,46.43444,Loomis Lake State Park - 8109 Pacific Way; Long Beach
-121.235114,45.677702,Doug's Beach State Park - 8132 WA-14; Lyle
-121.104472,45.64004,Columbia Hills Historical State Park - 85 Rte 14; Lyle
-121.10389,45.64556,Horsethief Lake State Park - 85 Rte 14; Lyle
-124.05417,46.50194,Pacific Pines State Park - Ocean Park
-124.05222,46.59722,Leadbetter Point State Park - Ocean Park
-124.049146,46.508543,Camp Wooten Retreat Center - 28511 Vernon Ave; Ocean Park
-122.705102,45.865528,Paradise Point State Park - 33914 NW Paradise Park Rd; Ridgefield
-122.01444,45.66194,Beacon Rock State Park - 34841 WA-14; Stevenson
-121.551606,45.726521,Spring Creek Hatchery State Park - Spring Creek Hatchery Rd; Underwood
-123.68639,45.90611,David Douglas State Park - 1016 N Garrison Rd; Vancouver
-123.5528,45.5528,Reed Island State Park - Washougal
-120.37278,47.30889,Squilchuck State Park - 333 Olds Station Rd; Wenatchee
-120.32959,47.46152,Wenatchee Confluence State Park - 333 Olds Station Rd; Wenatchee
-120.285,47.5307,Lincoln Rock State Park - 13253 US-2; East Wenatchee
-119.86028,48.11167,Indian Dan State Wildlife Recreation Area - Brewster
-119.8125,48.04167,Central Ferry State Wildlife Recreation Area - Brewster
-119.73333,48.07778,Bridgeport Bar State Wildlife Recreation Area - Brewster
-119.67722,48.09806,Fort Okanogan State Park - Brewster
-119.60833,48.01417,Bridgeport State Park - 235A Half Sun Way; Bridgeport
-120.61386,47.57881,Peshastin Pinnacles State Park - 7201 N Dryden Rd; Cashmere
-120.25861,47.98722,Twenty-Five Mile Creek State Park - 20530 S Lakeshore Rd; Chelan
-120.19167,47.87083,Lake Chelan State Park - 7544 S Lakeshore Rd; Chelan
-119.75361,48.55528,Conconully State Park - 119 W Broadway Ave; Conconully
-119.63472,47.13611,North Columbia Wildlife Recreation Area - Winchester Wasteway Unit - Ephrata
-120.72667,47.81167,Lake Wenatchee State Park - 21588 Washington 207; Leavenworth
-119.33222,47.28556,North Columbia Basin State Wildlife Recreation Area - Gloyd Seeps Unit - Moses Lake
-119.32861,47.10444,Moses Lake State Park - Moses Lake
-119.73667,48.29778,Chiliwist State Wildlife Recreation Area - Okanogan
-120.197147,47.708677,Daroga State Park - 1 S Daroga Park Ln; Orondo
-119.43167,48.94972,Lake Osoyoos State Park - 2207 Juniper St; Oroville
-119.43167,48.94972,Osoyoos Lake Veteran’s Memorial Park - 2207 Juniper St; Oroville
-119.94083,48.02861,Alta Lake State Park - 1B Otto Rd; Pateros
-120.09194,47.35167,Rock Island State Park - Rock Island
-119.49444,47.51194,Lake Lenore State Wildlife Management Area - Soap Lake
-119.6825,48.6825,Sinlahekin State Wildlife Recreation Area - Sinlahekin Creek Rd; Tonasket
-120.14194,48.48972,Pearrygin Lake State Park - 561 Bear Creek Rd; Winthrop
-120.455236,46.591924,Yakima Sportsman State Park - 904 University Pkwy; Yakima
-121.19972,47.25556,Lake Easton State Park - 150 Lake Easton State Park Rd; Easton
-120.47083,46.97056,Olmstead Place State Park - 921 N Ferguson Rd; Ellensburg
-120.81056,46.72694,Oak Creek Wildlife Area - US-12; Naches
-120.54139,46.81833,L T Murray State Wildlife Recreation Area - Selah
-120.00167,46.94917,Ginkgo Petrified Forest State Park - 4511 Huntzinger Rd; Vantage
-119.993598,46.919548,Wanapum Recreation Area - 4511 Huntzinger Rd; Vantage
-120.835,46.34167,Fort Simcoe State Park - 5150 Fort Simcoe Rd; White Swan
-117.44139,47.88861,Dragoon Creek State Park - 1499 W North Dragoon Dr; Deer Park
-117.11528,47.92528,Mount Spokane State Park - 26107 N Mt Spokane Park Dr; Mead
-117.64667,47.64306,Spokane Battlefield State Park - US-2; Spokane
-118.0743,46.2871,Centennial Trail State Park - 9711 W Charles Rd; Nine Mile Falls
-117.544178,47.752309,Nine Mile Recreation Area - 9711 W Charles Rd; Nine Mile Falls
-117.49428,47.69791,Riverside State Park - 9711 W Charles Rd; Nine Mile Falls
-119.05972,47.87361,Northrup Canyon State Park - Almira
-117.36417,47.22861,Steptoe Memorial State Park - Colfax
-117.36066,47.22831,Steptoe Battlefield State Park - Colfax
-117.2975,47.0325,Steptoe Butte State Park - Colfax
-117.63278,48.48972,Little Pend Orielle State Wildlife Area - 310 Bear Creek Rd; Colville
-119.28611,47.50056,Summer Falls State Park - Coulee City
-119.39633,47.59718,Sun Lakes Park Resort - 34228 Park Lake Rd NE; Coulee City
-119.362477,47.594936,Sun Lakes-Dry Falls State Park - 34875 Park Lake Rd NE; Coulee City
-119.13222,47.86306,Steamboat Rock State Park - 1052 WA-155; Electric City
-118.985635,47.97161,Crown Point State Park - 51052 WA-155; Electric City
-117.49444,46.0125,Grouse Flat State Wildlife Recreation Area - Grouse Flats
-118.17889,48.60556,Sherman Creek State Wildlife Recreation Area - Kettle Falls
-118.22278,46.66694,Palouse Falls State Park - Palouse Falls Rd; LaCrosse
-117.32889,48.07944,Pend Oreille State Park
-117.36861,48.99528,Crawford State Park - 10381 Boundary Rd; Metaline Falls
-117.1625,46.86556,Kamiak Butte State Park - Palouse
-118.65833,48.71806,Curlew Lake State Park - 62 State Park Rd; Republic
-117.36066,47.22831,Steptoe Battlefield State Park - S Summit Loop; Rosalia
-117.49917,47.78194,Indian Rock Paintings State Park - W Rutter Pkwy; Spokane
-117.45972,47.76639,Spokane State Fish Hatchery - 2927 W Waikiki Rd; Spokane
-117.33056,47.73222,Saint Michaels Mission State Park Spokane
-119.03944,46.20028,Sacajawea State Park - 2503 Sacajawea Park Rd; Pasco
-119.51667,46.36,Rattlesnake Slope Wildlife Recreation Area - Benton County
-118.90361,46.06583,Wallula State Park - Burbank
-117.80806,46.62972,Central Ferry State Park - Burbank
-118.07083,46.28833,Lewis and Clark Trail State Park - 36149 US-12; Dayton
-119.34972,46.97944,Potholes State Park - 6762 Washington 262 E; Othello
-119.85,45.85556,Crow Butte State Park - 1 Crow Butte State Park Rd; Paterson
-117.69667,46.23833,Camp Wooten State Park - 2711 Tucannon Rd; Pomeroy
-122.90972,46.91278,Mill Creek Reservation Wildlife Recreation Area
-118.23333,46.62083,Lyons Ferry State Park - 620 Marmes Rd; Washtucna
-118.404791,46.702651,Columbia Plateau Trail State Park - 100 NE Main St; Washtucna
-117.16944,46.08139,Fields Spring State Park - 992 Park Rd; Anatone
-117.2925,46.25833,Asotin State Wildlife Recreation Area - Asotin
-117.01889,46.01944,Chief Joseph State Wildlife Recreation Area - Asotin
-117.05389,46.40306,Tri-State Memorial Hospital & Medical Campus - 1221 Highland Ave; Clarkston
-117.1875,46.4175,Chief Timothy State Park - 13766 US-12; Clarkston
-89.68972,45.71361,Bearskin State Park Trail - Cassian
-88.42333,42.56972,Big Foot Beach State Park - 1550 S Lake Shore Dr; Lake Geneva
-88.86278,43.06556,Aztalan State Park - Aztalan
-89.51389,43.18583,Waunakee Marsh State Wildlife Management Area - Waunakee
-89.63523,43.828015,Upper Neenah Creek State Fishery Area - Oxford
-92.46611,45.36222,Balsam Branch State Wildlife Area - Amery
-92.69139,45.02306,Willow River State Park - 1034 Co Hwy A; Hudson
-88.10611,44.14861,Brillion State Wildlife Area - Hilbert
-87.8725,45.40083,Wausaukee State Forest - Wausaukee
-89.40472,45.14694,Ackley State Wildlife Areas - Merrill
-89.041578,45.377211,Upper Wolf River State Fishery Area - Pearson
-88.81139,45.39444,Bog Brook State Wildlife Area - Pickerel
-90.21722,46.09833,Big Island State Wildlife Area - Butternut
-90.08833,46.32222,Underwood State Wildlife Area - Mercer
-90.66028,44.32667,Black River State Forest - Brockway
-91.16889,44.34194,Vosse Coulee State Wildlife Area - Vold Rd; Blair
-89.99583,43.92139,Buckhorn State Wildlife Area - Necedah
-90.56139,43.70056,Wildcat Mountain State Park - E13660 State Hwy 33; Ontario
-90.85167,44.09139,Big Creek State Fishery Area - Sparta
-91.14833,44.29556,West Taylor State Wildlife Area - Taylor
-91.09,44.72611,Augusta State Wildlife Area - Augusta
-91.168066,45.181879,Brunet Island State Park -23125 255th St; Cornell
-90.6475,46.92556,Apostle Islands State Forest - Bayfield
-90.86528,46.78611,Les Voigt Fish Hatchery - 83875 State Hwy 13; Bayfield
-91.24167,45.33444,Washington Creek State Wildlife Management Area - Bruce
-91.58194,46.53528,Brule Fish Hatchery - 13847 Hatchery Rd; Brule
-91.36778,45.77,Beverly Lake State Wildlife Management Area - Exeland
-91.2825,45.71861,Weirgor Springs State Wildlife Area - Exeland
-91.59556,45.93361,Bean Brook State Wildlife Management Area - Hayward
-91.35722,46.11806,Uhrenholdt Memorial State Forest - Hayward
-91.76417,46.225,Brule River State Forest Annex - Highland
